Attaching 1 probe...
1343031 pgrep /proc/809809/cmdline
1343031 pgrep /proc/809809/cgroup
1343031 pgrep /proc/809809/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/897156/stat
1343031 pgrep /proc/897156/status
1343031 pgrep /proc/897156/cmdline
1343031 pgrep /proc/897156/cgroup
1343031 pgrep /proc/897156/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/897157/stat
1343031 pgrep /proc/897157/status
1343031 pgrep /proc/897157/cmdline
1343031 pgrep /proc/897157/cgroup
1343031 pgrep /proc/897157/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/897164/stat
1343031 pgrep /proc/897164/status
1104735 node /proc/1018579/cmdline
1343031 pgrep /proc/897164/cmdline
1343031 pgrep /proc/897164/cgroup
1343031 pgrep /proc/897164/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/1018579/stat
1343031 pgrep /proc/1018579/status
1343031 pgrep /proc/1018579/cmdline
1343031 pgrep /proc/1018579/cgroup
1343031 pgrep /proc/1018579/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/1018604/stat
1343031 pgrep /proc/1018604/status
1343031 pgrep /proc/1018604/cmdline
1343031 pgrep /proc/1018604/cgroup
1343031 pgrep /proc/1018604/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/1018605/stat
1343031 pgrep /proc/1018605/status
1343031 pgrep /proc/1018605/cmdline
1343031 pgrep /proc/1018605/cgroup
1343031 pgrep /proc/1018605/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/1018770/stat
1343031 pgrep /proc/1018770/status
1343031 pgrep /proc/1018770/cmdline
1343031 pgrep /proc/1018770/cgroup
1343031 pgrep /proc/1018770/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/1018778/stat
1343031 pgrep /proc/1018778/status
1343031 pgrep /proc/1018778/cmdline
1343031 pgrep /proc/1018778/cgroup
1343031 pgrep /proc/1018778/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/1018779/stat
1343031 pgrep /proc/1018779/status
1343031 pgrep /proc/1018779/cmdline
1343031 pgrep /proc/1018779/cgroup
1343031 pgrep /proc/1018779/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/1018780/stat
1343031 pgrep /proc/1018780/status
1343031 pgrep /proc/1018780/cmdline
1343031 pgrep /proc/1018780/cgroup
1343031 pgrep /proc/1018780/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/1018804/stat
1343031 pgrep /proc/1018804/status
1343031 pgrep /proc/1018804/cmdline
1343031 pgrep /proc/1018804/cgroup
1343031 pgrep /proc/1018804/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/1018805/stat
1343031 pgrep /proc/1018805/status
1343031 pgrep /proc/1018805/cmdline
1343031 pgrep /proc/1018805/cgroup
1343031 pgrep /proc/1018805/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/1018806/stat
1343031 pgrep /proc/1018806/status
1343031 pgrep /proc/1018806/cmdline
1343031 pgrep /proc/1018806/cgroup
1343031 pgrep /proc/1018806/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/1018807/stat
1343031 pgrep /proc/1018807/status
1343031 pgrep /proc/1018807/cmdline
1343031 pgrep /proc/1018807/cgroup
1343031 pgrep /proc/1018807/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/1018808/stat
1343031 pgrep /proc/1018808/status
1343031 pgrep /proc/1018808/cmdline
1343031 pgrep /proc/1018808/cgroup
1343031 pgrep /proc/1018808/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/1018809/stat
1343031 pgrep /proc/1018809/status
1343031 pgrep /proc/1018809/cmdline
1343031 pgrep /proc/1018809/cgroup
1343031 pgrep /proc/1018809/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/1018810/stat
1343031 pgrep /proc/1018810/status
1343031 pgrep /proc/1018810/cmdline
1343031 pgrep /proc/1018810/cgroup
1343031 pgrep /proc/1018810/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/1018811/stat
1343031 pgrep /proc/1018811/status
1343031 pgrep /proc/1018811/cmdline
1343031 pgrep /proc/1018811/cgroup
1343031 pgrep /proc/1018811/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/1018812/stat
1343031 pgrep /proc/1018812/status
1343031 pgrep /proc/1018812/cmdline
1343031 pgrep /proc/1018812/cgroup
1343031 pgrep /proc/1018812/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/1018813/stat
1343031 pgrep /proc/1018813/status
1343031 pgrep /proc/1018813/cmdline
1343031 pgrep /proc/1018813/cgroup
1343031 pgrep /proc/1018813/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/1018814/stat
1343031 pgrep /proc/1018814/status
1343031 pgrep /proc/1018814/cmdline
1343031 pgrep /proc/1018814/cgroup
1343031 pgrep /proc/1018814/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/1018815/stat
1343031 pgrep /proc/1018815/status
1343031 pgrep /proc/1018815/cmdline
1343031 pgrep /proc/1018815/cgroup
1343031 pgrep /proc/1018815/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/1018817/stat
1343031 pgrep /proc/1018817/status
1343031 pgrep /proc/1018817/cmdline
1343031 pgrep /proc/1018817/cgroup
1343031 pgrep /proc/1018817/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/1018818/stat
1343031 pgrep /proc/1018818/status
1343031 pgrep /proc/1018818/cmdline
1343031 pgrep /proc/1018818/cgroup
1343031 pgrep /proc/1018818/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/1018820/stat
1343031 pgrep /proc/1018820/status
1343031 pgrep /proc/1018820/cmdline
1343031 pgrep /proc/1018820/cgroup
1343031 pgrep /proc/1018820/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/1018821/stat
1343031 pgrep /proc/1018821/status
1343031 pgrep /proc/1018821/cmdline
1343031 pgrep /proc/1018821/cgroup
1343031 pgrep /proc/1018821/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/1018822/stat
1343031 pgrep /proc/1018822/status
1343031 pgrep /proc/1018822/cmdline
1343031 pgrep /proc/1018822/cgroup
1343031 pgrep /proc/1018822/ctty
1343031 pgrep /proc/uptime
1343031 pgrep /proc/1018823/stat
1343031 pgrep /proc/1018823/status
1343031 pgrep /proc/1018823/cmdline
1343031 pgrep /proc/1018823/cgroup
1343031 pgrep /proc/1018823/ctty
1343031 pgrep /proc/uptime
550 redis-server /proc/299/stat
550 redis-server /proc/299/stat
1104735 node /proc/1018579/cmdline
1343033 sh /etc/ld.so.cache
1343033 sh /lib/x86_64-linux-gnu/libc.so.6
1343034 which /etc/ld.so.cache
1343034 which /lib/x86_64-linux-gnu/libc.so.6
1343034 which /usr/bin/which
1343035 sh /etc/ld.so.cache
1343035 sh /lib/x86_64-linux-gnu/libc.so.6
1343036 ps /etc/ld.so.cache
1343036 ps /lib/x86_64-linux-gnu/libproc2.so.0
1343036 ps /lib/x86_64-linux-gnu/libc.so.6
1343036 ps /lib/x86_64-linux-gnu/libsystemd.so.0
1343036 ps /lib/x86_64-linux-gnu/libcap.so.2
1343036 ps /lib/x86_64-linux-gnu/libgcrypt.so.20
1343036 ps /lib/x86_64-linux-gnu/liblz4.so.1
1343036 ps /lib/x86_64-linux-gnu/liblzma.so.5
1343036 ps /lib/x86_64-linux-gnu/libzstd.so.1
1343036 ps /lib/x86_64-linux-gnu/libgpg-error.so.0
1343036 ps /usr/lib/locale/locale-archive
1343036 ps /usr/share/locale/locale.alias
1343036 ps /usr/lib/locale/en_US.UTF-8/LC_NUMERIC
1343036 ps /usr/lib/locale/en_US.utf8/LC_NUMERIC
1343036 ps /usr/lib/locale/en_US/LC_NUMERIC
1343036 ps /usr/lib/locale/en.UTF-8/LC_NUMERIC
1343036 ps /usr/lib/locale/en.utf8/LC_NUMERIC
1343036 ps /usr/lib/locale/en/LC_NUMERIC
1343036 ps /etc/ld.so.cache
1343036 ps /lib/x86_64-linux-gnu/glibc-hwcaps/x86-64-v4/libnuma.so
1343036 ps /lib/x86_64-linux-gnu/glibc-hwcaps/x86-64-v3/libnuma.so
1343036 ps /lib/x86_64-linux-gnu/glibc-hwcaps/x86-64-v2/libnuma.so
1343036 ps /lib/x86_64-linux-gnu/libnuma.so
1343036 ps /usr/lib/x86_64-linux-gnu/glibc-hwcaps/x86-64-v4/libnuma.so
1343036 ps /usr/lib/x86_64-linux-gnu/glibc-hwcaps/x86-64-v3/libnuma.so
1343036 ps /usr/lib/x86_64-linux-gnu/glibc-hwcaps/x86-64-v2/libnuma.so
1343036 ps /usr/lib/x86_64-linux-gnu/libnuma.so
1343036 ps /lib/glibc-hwcaps/x86-64-v4/libnuma.so
1343036 ps /lib/glibc-hwcaps/x86-64-v3/libnuma.so
1343036 ps /lib/glibc-hwcaps/x86-64-v2/libnuma.so
1343036 ps /lib/libnuma.so
1343036 ps /usr/lib/glibc-hwcaps/x86-64-v4/libnuma.so
1343036 ps /usr/lib/glibc-hwcaps/x86-64-v3/libnuma.so
1343036 ps /usr/lib/glibc-hwcaps/x86-64-v2/libnuma.so
1343036 ps /usr/lib/libnuma.so
1343036 ps /etc/ld.so.cache
1343036 ps /lib/x86_64-linux-gnu/libnuma.so.1
1343036 ps /proc/self/status
1343036 ps /sys/devices/system/node
1343036 ps /sys/devices/system/cpu/possible
1343036 ps /proc/self/status
1343036 ps /proc/self/stat
1343036 ps /proc/uptime
1343036 ps /proc/1018828/status
1343036 ps /proc/1018828/stat
1343036 ps /dev/tty
1343036 ps /proc/self/stat
1343036 ps /proc/uptime
1343036 ps /proc/1018828/status
1343036 ps /proc/1018828/stat
1343036 ps /dev/tty
1343036 ps /proc/sys/kernel/pid_max
1343036 ps /proc
1343036 ps /proc/uptime
1343036 ps /proc/1/stat
1343036 ps /proc/1/status
1343036 ps /proc/1/environ
1343036 ps /proc/1/cmdline
1343036 ps /proc/2/stat
1343036 ps /proc/2/status
1343036 ps /proc/2/environ
1343036 ps /proc/2/cmdline
1343036 ps /proc/7/stat
1343036 ps /proc/7/status
1343036 ps /proc/7/environ
1343036 ps /proc/7/cmdline
1343036 ps /proc/56/stat
1343036 ps /proc/56/status
1343036 ps /proc/56/environ
1343036 ps /proc/56/cmdline
1343036 ps /proc/69/stat
1343036 ps /proc/69/status
1343036 ps /proc/69/environ
1343036 ps /proc/69/cmdline
1343036 ps /proc/78/stat
1343036 ps /proc/78/status
1343036 ps /proc/78/environ
1343036 ps /proc/78/cmdline
1343036 ps /proc/83/stat
1343036 ps /proc/83/status
1343036 ps /proc/83/environ
1343036 ps /proc/83/cmdline
1343036 ps /proc/99/stat
1343036 ps /proc/99/status
1343036 ps /proc/99/environ
1343036 ps /proc/99/cmdline
1343036 ps /proc/103/stat
1343036 ps /proc/103/status
1343036 ps /proc/103/environ
1343036 ps /proc/103/cmdline
1343036 ps /proc/200/stat
1343036 ps /proc/200/status
1343036 ps /proc/200/environ
1343036 ps /proc/200/cmdline
1343036 ps /proc/201/stat
1343036 ps /proc/201/status
1343036 ps /proc/201/environ
1343036 ps /proc/201/cmdline
1343036 ps /proc/240/stat
1343036 ps /proc/240/status
1343036 ps /proc/240/environ
1343036 ps /proc/240/cmdline
1343036 ps /proc/242/stat
1343036 ps /proc/242/status
1343036 ps /proc/242/environ
1343036 ps /proc/242/cmdline
1343036 ps /proc/243/stat
1343036 ps /proc/243/status
1343036 ps /proc/243/environ
1343036 ps /proc/243/cmdline
1343036 ps /proc/252/stat
1343036 ps /proc/252/status
1343036 ps /proc/252/environ
1343036 ps /proc/252/cmdline
1343036 ps /proc/255/stat
1343036 ps /proc/255/status
1343036 ps /proc/255/environ
1343036 ps /proc/255/cmdline
1343036 ps /proc/275/stat
1343036 ps /proc/275/status
1343036 ps /proc/275/environ
1343036 ps /proc/275/cmdline
1343036 ps /proc/276/stat
1343036 ps /proc/276/status
1343036 ps /proc/276/environ
1343036 ps /proc/276/cmdline
1343036 ps /proc/390/stat
1343036 ps /proc/390/status
1343036 ps /proc/390/environ
1343036 ps /proc/390/cmdline
1343036 ps /proc/399/stat
1343036 ps /proc/399/status
1343036 ps /proc/399/environ
1343036 ps /proc/399/cmdline
1343036 ps /proc/491/stat
1343036 ps /proc/491/status
1343036 ps /proc/491/environ
1343036 ps /proc/491/cmdline
1343036 ps /proc/492/stat
1343036 ps /proc/492/status
1343036 ps /proc/492/environ
1343036 ps /proc/492/cmdline
1343036 ps /proc/506/stat
1343036 ps /proc/506/status
1343036 ps /proc/506/environ
1343036 ps /proc/506/cmdline
1343036 ps /proc/568/stat
1343036 ps /proc/568/status
1343036 ps /proc/568/environ
1343036 ps /proc/568/cmdline
1343036 ps /proc/757/stat
1343036 ps /proc/757/status
1343036 ps /proc/757/environ
1343036 ps /proc/757/cmdline
1343036 ps /proc/3500/stat
1343036 ps /proc/3500/status
1343036 ps /proc/3500/environ
1343036 ps /proc/3500/cmdline
1343036 ps /proc/5589/stat
1343036 ps /proc/5589/status
1343036 ps /proc/5589/environ
1343036 ps /proc/5589/cmdline
1343036 ps /proc/225402/stat
1343036 ps /proc/225402/status
1343036 ps /proc/225402/environ
1343036 ps /proc/225402/cmdline
1343036 ps /proc/225403/stat
1343036 ps /proc/225403/status
1343036 ps /proc/225403/environ
1343036 ps /proc/225403/cmdline
1343036 ps /proc/225404/stat
1343036 ps /proc/225404/status
1343036 ps /proc/225404/environ
1343036 ps /proc/225404/cmdline
1343036 ps /proc/225407/stat
1343036 ps /proc/225407/status
1343036 ps /proc/225407/environ
1343036 ps /proc/225407/cmdline
1343036 ps /proc/225408/stat
1343036 ps /proc/225408/status
1343036 ps /proc/225408/environ
1343036 ps /proc/225408/cmdline
1343036 ps /proc/225419/stat
1343036 ps /proc/225419/status
1343036 ps /proc/225419/environ
1343036 ps /proc/225419/cmdline
1343036 ps /proc/227187/stat
1343036 ps /proc/227187/status
1343036 ps /proc/227187/environ
1343036 ps /proc/227187/cmdline
1343036 ps /proc/247511/stat
1343036 ps /proc/247511/status
1343036 ps /proc/247511/environ
1343036 ps /proc/247511/cmdline
1343036 ps /proc/517225/stat
1343036 ps /proc/517225/status
1343036 ps /proc/517225/environ
1343036 ps /proc/517225/cmdline
1343036 ps /proc/726176/stat
1343036 ps /proc/726176/status
1343036 ps /proc/726176/environ
1343036 ps /proc/726176/cmdline
1343036 ps /proc/726177/stat
1343036 ps /proc/726177/status
1343036 ps /proc/726177/environ
1343036 ps /proc/726177/cmdline
1343036 ps /proc/726178/stat
1343036 ps /proc/726178/status
1343036 ps /proc/726178/environ
1343036 ps /proc/726178/cmdline
1343036 ps /proc/731827/stat
1343036 ps /proc/731827/status
1343036 ps /proc/731827/environ
1343036 ps /proc/731827/cmdline
1343036 ps /proc/731828/stat
1343036 ps /proc/731828/status
1343036 ps /proc/731828/environ
1343036 ps /proc/731828/cmdline
1343036 ps /proc/731829/stat
1343036 ps /proc/731829/status
1343036 ps /proc/731829/environ
1343036 ps /proc/731829/cmdline
1343036 ps /proc/783228/stat
1343036 ps /proc/783228/status
1343036 ps /proc/783228/environ
1343036 ps /proc/783228/cmdline
1343036 ps /proc/783229/stat
1343036 ps /proc/783229/status
1343036 ps /proc/783229/environ
1343036 ps /proc/783229/cmdline
1343036 ps /proc/783234/stat
1343036 ps /proc/783234/status
1343036 ps /proc/783234/environ
1343036 ps /proc/783234/cmdline
1343036 ps /proc/783335/stat
1343036 ps /proc/783335/status
1343036 ps /proc/783335/environ
1343036 ps /proc/783335/cmdline
1343036 ps /proc/783336/stat
1343036 ps /proc/783336/status
1343036 ps /proc/783336/environ
1343036 ps /proc/783336/cmdline
1343036 ps /proc/783337/stat
1343036 ps /proc/783337/status
1343036 ps /proc/783337/environ
1343036 ps /proc/783337/cmdline
1343036 ps /proc/783338/stat
1343036 ps /proc/783338/status
1343036 ps /proc/783338/environ
1343036 ps /proc/783338/cmdline
1343036 ps /proc/783343/stat
1343036 ps /proc/783343/status
1343036 ps /proc/783343/environ
1343036 ps /proc/783343/cmdline
1343036 ps /proc/783347/stat
1343036 ps /proc/783347/status
1343036 ps /proc/783347/environ
1343036 ps /proc/783347/cmdline
1343036 ps /proc/783358/stat
1343036 ps /proc/783358/status
1343036 ps /proc/783358/environ
1343036 ps /proc/783358/cmdline
1343036 ps /proc/783359/stat
1343036 ps /proc/783359/status
1343036 ps /proc/783359/environ
1343036 ps /proc/783359/cmdline
1343036 ps /proc/783360/stat
1343036 ps /proc/783360/status
1343036 ps /proc/783360/environ
1343036 ps /proc/783360/cmdline
1343036 ps /proc/783367/stat
1343036 ps /proc/783367/status
1343036 ps /proc/783367/environ
1343036 ps /proc/783367/cmdline
1343036 ps /proc/783368/stat
1343036 ps /proc/783368/status
1343036 ps /proc/783368/environ
1343036 ps /proc/783368/cmdline
1343036 ps /proc/783369/stat
1343036 ps /proc/783369/status
1343036 ps /proc/783369/environ
1343036 ps /proc/783369/cmdline
1343036 ps /proc/783395/stat
1343036 ps /proc/783395/status
1343036 ps /proc/783395/environ
1343036 ps /proc/783395/cmdline
1343036 ps /proc/783463/stat
1343036 ps /proc/783463/status
1343036 ps /proc/783463/environ
1343036 ps /proc/783463/cmdline
1343036 ps /proc/783476/stat
1343036 ps /proc/783476/status
1343036 ps /proc/783476/environ
1343036 ps /proc/783476/cmdline
1343036 ps /proc/783524/stat
1343036 ps /proc/783524/status
550 redis-server /proc/299/stat
1343036 ps /proc/783524/environ
1343036 ps /proc/783524/cmdline
1343036 ps /proc/783533/stat
1343036 ps /proc/783533/status
1343036 ps /proc/783533/environ
1343036 ps /proc/783533/cmdline
1343036 ps /proc/783550/stat
1343036 ps /proc/783550/status
1343036 ps /proc/783550/environ
1343036 ps /proc/783550/cmdline
1343036 ps /proc/783552/stat
1343036 ps /proc/783552/status
1343036 ps /proc/783552/environ
1343036 ps /proc/783552/cmdline
1343036 ps /proc/783556/stat
1343036 ps /proc/783556/status
1343036 ps /proc/783556/environ
1343036 ps /proc/783556/cmdline
1343036 ps /proc/783557/stat
1343036 ps /proc/783557/status
1343036 ps /proc/783557/environ
1343036 ps /proc/783557/cmdline
1343036 ps /proc/783567/stat
1343036 ps /proc/783567/status
1343036 ps /proc/783567/environ
1343036 ps /proc/783567/cmdline
1343036 ps /proc/783632/stat
1343036 ps /proc/783632/status
1343036 ps /proc/783632/environ
1343036 ps /proc/783632/cmdline
1343036 ps /proc/783748/stat
1343036 ps /proc/783748/status
1343036 ps /proc/783748/environ
1343036 ps /proc/783748/cmdline
1343036 ps /proc/784130/stat
1343036 ps /proc/784130/status
1343036 ps /proc/784130/environ
1343036 ps /proc/784130/cmdline
1343036 ps /proc/809809/stat
1343036 ps /proc/809809/status
1343036 ps /proc/809809/environ
1343036 ps /proc/809809/cmdline
1343036 ps /proc/897156/stat
1343036 ps /proc/897156/status
1343036 ps /proc/897156/environ
1343036 ps /proc/897156/cmdline
1343036 ps /proc/897157/stat
1343036 ps /proc/897157/status
1343036 ps /proc/897157/environ
1343036 ps /proc/897157/cmdline
1343036 ps /proc/897164/stat
1343036 ps /proc/897164/status
1343036 ps /proc/897164/environ
1343036 ps /proc/897164/cmdline
1343036 ps /proc/1018579/stat
1343036 ps /proc/1018579/status
1343036 ps /proc/1018579/environ
1343036 ps /proc/1018579/cmdline
1343036 ps /proc/1018604/stat
1343036 ps /proc/1018604/status
1343036 ps /proc/1018604/environ
1343036 ps /proc/1018604/cmdline
1343036 ps /proc/1018605/stat
1343036 ps /proc/1018605/status
1343036 ps /proc/1018605/environ
1343036 ps /proc/1018605/cmdline
1343036 ps /proc/1018770/stat
1343036 ps /proc/1018770/status
1343036 ps /proc/1018770/environ
1343036 ps /proc/1018770/cmdline
1343036 ps /proc/1018778/stat
1343036 ps /proc/1018778/status
1343036 ps /proc/1018778/environ
1343036 ps /proc/1018778/cmdline
1343036 ps /proc/1018779/stat
1343036 ps /proc/1018779/status
1343036 ps /proc/1018779/environ
1343036 ps /proc/1018779/cmdline
1343036 ps /proc/1018780/stat
1343036 ps /proc/1018780/status
1343036 ps /proc/1018780/environ
1343036 ps /proc/1018780/cmdline
1343036 ps /proc/1018804/stat
1343036 ps /proc/1018804/status
1343036 ps /proc/1018804/environ
1343036 ps /proc/1018804/cmdline
1343036 ps /proc/1018805/stat
1343036 ps /proc/1018805/status
1343036 ps /proc/1018805/environ
1343036 ps /proc/1018805/cmdline
1343036 ps /proc/1018806/stat
1343036 ps /proc/1018806/status
1343036 ps /proc/1018806/environ
1343036 ps /proc/1018806/cmdline
1343036 ps /proc/1018807/stat
1343036 ps /proc/1018807/status
1343036 ps /proc/1018807/environ
1343036 ps /proc/1018807/cmdline
1343036 ps /proc/1018808/stat
1343036 ps /proc/1018808/status
1343036 ps /proc/1018808/environ
1343036 ps /proc/1018808/cmdline
1343036 ps /proc/1018809/stat
1343036 ps /proc/1018809/status
1343036 ps /proc/1018809/environ
1343036 ps /proc/1018809/cmdline
1343036 ps /proc/1018810/stat
1343036 ps /proc/1018810/status
1343036 ps /proc/1018810/environ
1343036 ps /proc/1018810/cmdline
1343036 ps /proc/1018811/stat
1343036 ps /proc/1018811/status
1343036 ps /proc/1018811/environ
1343036 ps /proc/1018811/cmdline
1343036 ps /proc/1018812/stat
1343036 ps /proc/1018812/status
1343036 ps /proc/1018812/environ
1343036 ps /proc/1018812/cmdline
1343036 ps /proc/1018813/stat
1343036 ps /proc/1018813/status
1343036 ps /proc/1018813/environ
1343036 ps /proc/1018813/cmdline
1343036 ps /proc/1018814/stat
1343036 ps /proc/1018814/status
1343036 ps /proc/1018814/environ
1343036 ps /proc/1018814/cmdline
1343036 ps /proc/1018815/stat
1343036 ps /proc/1018815/status
1343036 ps /proc/1018815/environ
1343036 ps /proc/1018815/cmdline
1343036 ps /proc/1018817/stat
1343036 ps /proc/1018817/status
1343036 ps /proc/1018817/environ
1343036 ps /proc/1018817/cmdline
1343036 ps /proc/1018818/stat
1343036 ps /proc/1018818/status
1343036 ps /proc/1018818/environ
1343036 ps /proc/1018818/cmdline
1343036 ps /proc/1018820/stat
1343036 ps /proc/1018820/status
1343036 ps /proc/1018820/environ
1343036 ps /proc/1018820/cmdline
1343036 ps /proc/1018821/stat
1343036 ps /proc/1018821/status
1343036 ps /proc/1018821/environ
1343036 ps /proc/1018821/cmdline
1343036 ps /proc/1018822/stat
1343036 ps /proc/1018822/status
1343036 ps /proc/1018822/environ
1343036 ps /proc/1018822/cmdline
1343036 ps /proc/1018827/stat
1343036 ps /proc/1018827/status
1343036 ps /proc/1018827/environ
1343036 ps /proc/1018827/cmdline
1343036 ps /proc/1018828/stat
1343036 ps /proc/1018828/status
1343036 ps /proc/1018828/environ
1343036 ps /proc/1018828/cmdline
1343036 ps /proc/meminfo
1343037 sh /etc/ld.so.cache
1343037 sh /lib/x86_64-linux-gnu/libc.so.6
1343038 cpuUsage.sh /etc/ld.so.cache
1343038 cpuUsage.sh /lib/x86_64-linux-gnu/libtinfo.so.6
1343038 cpuUsage.sh /lib/x86_64-linux-gnu/libc.so.6
1343038 cpuUsage.sh 
1343038 cpuUsage.sh /usr/lib/locale/locale-archive
1343038 cpuUsage.sh /usr/share/locale/locale.alias
1343038 cpuUsage.sh /usr/lib/locale/C.UTF-8/LC_IDENTIFICATION
1343038 cpuUsage.sh /usr/lib/locale/C.utf8/LC_IDENTIFICATION
1343038 cpuUsage.sh /usr/lib/x86_64-linux-gnu/gconv/gconv-modules.cache
1343038 cpuUsage.sh /usr/lib/locale/C.UTF-8/LC_MEASUREMENT
1343038 cpuUsage.sh /usr/lib/locale/C.utf8/LC_MEASUREMENT
1343038 cpuUsage.sh /usr/lib/locale/C.UTF-8/LC_TELEPHONE
1343038 cpuUsage.sh /usr/lib/locale/C.utf8/LC_TELEPHONE
1343038 cpuUsage.sh /usr/lib/locale/C.UTF-8/LC_ADDRESS
1343038 cpuUsage.sh /usr/lib/locale/C.utf8/LC_ADDRESS
1343038 cpuUsage.sh /usr/lib/locale/C.UTF-8/LC_NAME
1343038 cpuUsage.sh /usr/lib/locale/C.utf8/LC_NAME
1343038 cpuUsage.sh /usr/lib/locale/C.UTF-8/LC_PAPER
1343038 cpuUsage.sh /usr/lib/locale/C.utf8/LC_PAPER
1343038 cpuUsage.sh /usr/lib/locale/C.UTF-8/LC_MESSAGES
1343038 cpuUsage.sh /usr/lib/locale/C.utf8/LC_MESSAGES
1343038 cpuUsage.sh /usr/lib/locale/C.utf8/LC_MESSAGES/SYS_LC_MESSAGES
1343038 cpuUsage.sh /usr/lib/locale/C.UTF-8/LC_MONETARY
1343038 cpuUsage.sh /usr/lib/locale/C.utf8/LC_MONETARY
1343038 cpuUsage.sh /usr/lib/locale/C.UTF-8/LC_COLLATE
1343038 cpuUsage.sh /usr/lib/locale/C.utf8/LC_COLLATE
1343038 cpuUsage.sh /usr/lib/locale/C.UTF-8/LC_TIME
1343038 cpuUsage.sh /usr/lib/locale/C.utf8/LC_TIME
1343038 cpuUsage.sh /usr/lib/locale/C.UTF-8/LC_NUMERIC
1343038 cpuUsage.sh /usr/lib/locale/C.utf8/LC_NUMERIC
1343038 cpuUsage.sh /usr/lib/locale/C.UTF-8/LC_CTYPE
1343038 cpuUsage.sh /usr/lib/locale/C.utf8/LC_CTYPE
1343038 cpuUsage.sh /home/stassig/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43ef..
1343039 sed /etc/ld.so.cache
1343039 sed /lib/x86_64-linux-gnu/libacl.so.1
1343039 sed /lib/x86_64-linux-gnu/libselinux.so.1
1343039 sed /lib/x86_64-linux-gnu/libc.so.6
1343039 sed /lib/x86_64-linux-gnu/libpcre2-8.so.0
1343039 sed /proc/filesystems
1343039 sed 
1343039 sed /usr/share/locale/locale.alias
1343039 sed /usr/lib/locale/C.UTF-8/LC_IDENTIFICATION
1343039 sed /usr/lib/locale/C.utf8/LC_IDENTIFICATION
1343039 sed /usr/lib/x86_64-linux-gnu/gconv/gconv-modules.cache
1343039 sed /usr/lib/locale/C.UTF-8/LC_MEASUREMENT
1343039 sed /usr/lib/locale/C.utf8/LC_MEASUREMENT
1343039 sed /usr/lib/locale/C.UTF-8/LC_TELEPHONE
1343039 sed /usr/lib/locale/C.utf8/LC_TELEPHONE
1343039 sed /usr/lib/locale/C.UTF-8/LC_ADDRESS
1343039 sed /usr/lib/locale/C.utf8/LC_ADDRESS
1343039 sed /usr/lib/locale/C.UTF-8/LC_NAME
1343039 sed /usr/lib/locale/C.utf8/LC_NAME
1343039 sed /usr/lib/locale/C.UTF-8/LC_PAPER
1343039 sed /usr/lib/locale/C.utf8/LC_PAPER
1343039 sed /usr/lib/locale/C.UTF-8/LC_MESSAGES
1343039 sed /usr/lib/locale/C.utf8/LC_MESSAGES
1343039 sed /usr/lib/locale/C.utf8/LC_MESSAGES/SYS_LC_MESSAGES
1343039 sed /usr/lib/locale/C.UTF-8/LC_MONETARY
1343039 sed /usr/lib/locale/C.utf8/LC_MONETARY
1343039 sed /usr/lib/locale/C.UTF-8/LC_COLLATE
1343039 sed /usr/lib/locale/C.utf8/LC_COLLATE
1343039 sed /usr/lib/locale/C.UTF-8/LC_TIME
1343039 sed /usr/lib/locale/C.utf8/LC_TIME
1343039 sed /usr/lib/locale/C.UTF-8/LC_NUMERIC
1343039 sed /usr/lib/locale/C.utf8/LC_NUMERIC
1343039 sed /usr/lib/locale/C.UTF-8/LC_CTYPE
1343039 sed /usr/lib/locale/C.utf8/LC_CTYPE
1343039 sed /proc/stat
1343040 cat /etc/ld.so.cache
1343040 cat /lib/x86_64-linux-gnu/libc.so.6
1343040 cat 
1343040 cat /usr/share/locale/locale.alias
